price,link,title,location,description,attributes
"$2,950.00",/v-apartments-condos/north-shore/rare-condo-in-the-heart-of-deep-cove-nort-vancouver-for-rent/1690545987,Rare Condo in the Heart of Deep Cove (Nort Vancouver) for Rent,North Vancouver,LOOK NO FURTHER!!! Take advantage of this rare opportunity to live in a newly renovated two-level South facing home on the Quiet side of the building located in the heart of downtown Deep Cove ...,"{'Nearest intersection': 'Deep Cove Road / Caledonia Avenue', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '900sqft'}"
"$2,200.00",/v-apartments-condos/delta-surrey-langley/2-200-1br-669sqft-brand-new-1-bedroom-1-bath-apartment/1690542356,"$2,200 / 1br - 669sqft - BRAND NEW 1 bedroom 1 bath apartment",Langley Township,We're delighted to offer you a spacious and cozy BRAND NEW condo in an exceptionally well-maintained neighbourhood in Langley right off 84th ave and 200 street. Walking distance to amenities & ...,"{'Nearest intersection': '200 Street / 84 Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '668sqft'}"
"$1,400.00",/v-apartments-condos/ubc-university-british-columbia/1-bed-1-bath-furnished-basement-for-rent-on-ubc-campus/1690536926,1 bed 1 bath furnished basement for rent on UBC campus,University Endowment Lands,Subletting 1 FURNISHED bedroom with private bathroom and private entrance in a 4 bed 2 bath townhouse ON CAMPUS available May 1st - August 31. It is available if you SEE this ad. Please kindly ...,"{'Nearest intersection': 'University Boulevard / Dalhousie Road', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': '530sqft'}"
"$1,300.00",/v-apartments-condos/vancouver-downtown-west-end/fully-renovated-apartment-for-rent/1690530763,Fully renovated apartment for rent,Vancouver,Fully renovated 1 bedroom apartment for rent. email me at odneysargent@gmail.com for more details,"{'Nearest intersection': 'Dunbar Street / West 35th Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '1400sqft'}"
"$3,400.00",/v-apartments-condos/richmond-bc/pet-friendly-3-beds-2-bath-newly-renovated-house-for-rent/1692334637,Pet Friendly 3 beds 2 bath newly renovated house for rent,Richmond,"Well behaved pets welcome! Newly renovated house available to stable, long term tenants (minimum 6 months term) Fully furnished, everything comes with the suite shown in photo. Brand new appliances. ...","{'Nearest intersection': 'No 1 Road / Tyson Place', 'Bedrooms': '3', 'Bathrooms': '1.5', 'Unit type': 'House', 'Parking included': '2', 'Size (sqft)': '1000sqft'}"
"$2,400.00",/v-apartments-condos/delta-surrey-langley/apartment-for-rent/1694662526,Apartment for Rent,Delta/Surrey/Langley,"Very new Penthouse has balcony with view 2 bedroom condo for rent available July 1/2024 in Surrey central area , 5’ to Surrey Memorial Hospital, 5 minute walk to King George sky train, and SFU , and ...","{'Nearest intersection': 'Fraser Highway / 138 Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '750sqft'}"
"$2,550.00",/v-apartments-condos/vancouver/25-discount-off-telus-jr-1-bdrm-english-bay/1544546186,25% Discount Off Telus JR 1 BDRM - ENGLISH BAY!,Vancouver,*Conditions apply and quoted prices are subject to change based on availability - Contact our leasing team now for availability* In the heart of Vancouver's west end! Beach Towers offers a wide range ...,"{'Nearest intersection': 'Beach Avenue / Bidwell Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': None}"
"$3,300.00",/v-apartments-condos/vancouver-downtown-west-end/westend-condo-for-rent/1694959559,Westend Condo for Rent,Vancouver,"West of Denman reinforced concrete strata, located on large property with outdoor pool, manicured gardens offers fully renovated two bedroom SE corner. Enjoy great light & views to English Bay & city ...","{'Nearest intersection': 'Denman Street / Haro Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '780sqft'}"
"$2,590.00",/v-apartments-condos/vancouver/heritage-one-bedroom-at-burrard-and-robson/1692945725,Heritage One-bedroom at Burrard and Robson,Vancouver,"Location, location, location! Live at the centre of it all in this New York City-style character building in the heart of downtown Vancouver. Here's the video: https://youtu.be/eMq3SdZud9A This ...","{'Nearest intersection': 'Burrard Street / Robson Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '623sqft'}"
"$2,245.00",/v-apartments-condos/burnaby-new-westminster/skyview-apartments-1-bdrm-available-at-908-sixth-avenue-new-w/1686872272,"Skyview Apartments - 1 Bdrm available at 908 Sixth Avenue, New W",New Westminster,$500 Security Deposit Move in this month and you may qualify for our incentive. Visit our Website: https://www.capreit.ca/apartments-for-rent/new-westminster-bc/skyview-apartments/ Landscaped lobby ...,"{'Nearest intersection': 'Eighth Street / Sixth Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '595sqft'}"
"$4,950.00",/v-apartments-condos/vancouver/corner-townhouse-in-crosstown-3bd-3-bth-and-rooftop-patio/1690519360,Corner Townhouse in Crosstown - 3BD 3 BTH and Rooftop Patio,Vancouver,"This luxury Espana townhouse in the heart of Crosstown is a unique opportunity for anyone who wants to be close to the Stadium District, Gastown, Chinatown and the Seawall. It is also conveniently ...","{'Nearest intersection': 'Beatty Street / Dunsmuir Street', 'Bedrooms': '3', 'Bathrooms': '3', 'Unit type': 'Townhouse', 'Parking included': '1', 'Size (sqft)': '1500sqft'}"
"$1,100.00",/v-apartments-condos/delta-surrey-langley/1-bedroom-rent-for-1-person/1690493261,1 bedroom rent for 1 person,Surrey,"seprate entrance upstair, quiet neighborhood near henlong market bus stop. pleas phone me after 5:30 PM 1--5 day ,and after 7PM 6-7day.","{'Nearest intersection': '108 Avenue / 142 Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '1', 'Size (sqft)': '300sqft'}"
"$1,100.00",/v-apartments-condos/delta-surrey-langley/1-bedroom-rent-for-1-person/1690492806,1 bedroom rent for 1 person,Surrey,"Seperate entrance ,upstairs, near Henlong Market, bus stop, howsonpark. quiet neighborhood. contact me by phone or email. If by phone: monday--friday after 5:30 PM, saterday and sunday after 7 PM. my ...","{'Nearest intersection': '108 Avenue / 142 Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '1', 'Size (sqft)': '300sqft'}"
"$3,200.00",/v-apartments-condos/vancouver/3-bed-1-bath-east-van-looking-for-2-roommates-3200/1690491980,"3 bed, 1 bath, East Van, Looking for 2 roommates,  $3200",Burnaby,"Looking for 2 ROOMATES 5820 Dumfries Street $3,200 / 3br - 1150ft2 - 3 Bedroom in East Vancouver (Killarney) 3BR / 1Ba 1150ft2 available May 1st Description 3 bedroom, Clean and Furnished - Available ...","{'Nearest intersection': 'Oakland Street / Selma Avenue', 'Bedrooms': '3', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '1', 'Size (sqft)': '1150sqft'}"
"$3,800.00",/v-apartments-condos/richmond-bc/south-cambie-2-bed-2-bath/1690473023,"South Cambie, 2 Bed 2 Bath",Vancouver,"Completely brand new apartment unit (never lived in). Available on June 1, 2024. Close to Marine Gateway Skytrain station, T&T supermarket, cineplex cinema, Langara College, QE Park. Location: 7638 ...","{'Nearest intersection': 'Cambie Street / West 61st Avenue', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '751sqft'}"
"$7,800.00",/v-apartments-condos/vancouver/a-beautiful-apartment-for-rent-at-prestiges-grace-building/1690470579,A beautiful apartment for rent at prestiges Grace building.,Vancouver,"A beautiful 1611 Square feet unit with a fantastic view, unfurnished is available for rent at 21st floor at the Grace building. This unit has 2 Beds and 2.5 Baths, 2 side by side parking spots, 1 ...","{'Nearest intersection': 'Thurlow Street / West Cordova Street', 'Bedrooms': '2', 'Bathrooms': '2.5', 'Unit type': 'Apartment', 'Parking included': '2', 'Size (sqft)': '1611sqft'}"
"$3,200.00",/v-apartments-condos/tricities-pitt-maple/3br-2-level-3-bed-1-bath-loft-for-rent/1690460966,3br - 2 level 3-bed 1-bath loft for rent,Port Moody,"2 level 3-bed 1-bath loft for rent in beautiful Pemberton, British Columbia. Located 2 minutes from downtown Pemberton, 5 minutes from Big Sky Golf Club, and 30 minutes from Whistler. This loft is ...","{'Nearest intersection': 'Ungless Way / Eagle Ridge Hospital Road', 'Bedrooms': '3', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '3', 'Size (sqft)': '1350sqft'}"
"$1,900.00",/v-apartments-condos/delta-surrey-langley/basement-for-rent-2-bedroom-surrey/1690458118,Basement For Rent 2 - bedroom Surrey,Surrey,"2 bedroom basement, very clean, and kept well. Looking for family friendly individuals, no smoking allowed. PETS may be allowed but damage deposit will be required. Street parking available, very ...","{'Nearest intersection': '132 Street / 69A Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': '300sqft'}"
"$3,550.00",/v-apartments-condos/richmond-bc/brand-new-3-bedroom-townhouse-at-queensborough-for-rent/1690455460,Brand New 3–Bedroom Townhouse at Queensborough for Rent!,Richmond,"Brand New 3–Bedroom Townhouse at Queensborough for Rent! 4300 Thompson Rd, Richmond Parc Thompson is located in east Richmond at the Queensborough neighbourhood. You have easy access to highways, ...","{'Nearest intersection': 'Ewen Avenue / Boundary Road', 'Bedrooms': '3', 'Bathrooms': '2.5', 'Unit type': 'Townhouse', 'Parking included': '1', 'Size (sqft)': '1701sqft'}"
"$3,350.00",/v-apartments-condos/delta-surrey-langley/willowbrook-langley-3-bed-2-5-bath-townhouse-steps-from-costco/1690415979,"Willowbrook Langley 3 Bed 2.5 Bath Townhouse ,steps from Costco",Langley Township,"Conveniently located close to schools, restaurants, city hall, Willowbrook shopping center, Costco and future Skytrain, this like NEW 2-yr home offers a spacious floor plan with an open ...","{'Nearest intersection': '64 Avenue / 203 Street', 'Bedrooms': '3', 'Bathrooms': '2.5', 'Unit type': 'Townhouse', 'Parking included': '2', 'Size (sqft)': '1431sqft'}"
"$3,000.00",/v-apartments-condos/vancouver/beautiful-furnished-one-bedroom-in-yaletown/1690415103,Beautiful Furnished one Bedroom in Yaletown,Vancouver,"Trendy, modern, south-facing condo in the Max Building. Just over the Cambie Bridge, this 1 bedroom with queen bed unit offers open kitchen/dining/living area, full bathroom, private den/office, and ...","{'Nearest intersection': 'Smithe Street / Beatty Street', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '550sqft'}"
"$3,000.00",/v-apartments-condos/vancouver/beautiful-furnished-one-bedroom-in-yaletown/1690414999,Beautiful Furnished one Bedroom in Yaletown,Vancouver,"Trendy, modern, south-facing condo in the Max Building. Just over the Cambie Bridge, this 1 bedroom with queen bed unit offers open kitchen/dining/living area, full bathroom, private den/office, and ...","{'Nearest intersection': 'Smithe Street / Beatty Street', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '550sqft'}"
"$1,400.00",/v-apartments-condos/delta-surrey-langley/2-beds-1-bath-apartment/1690414804,2 Beds 1 Bath Apartment,Surrey,IDEAL for 2 Girls Students Sharing : - ON GROUND FLOOR of senior couple town-home - separate entrance door from patio. - $1500 MONTHLY SHARING 2 beds - FULLY FURNISHED -1 shared washroom - ...,"{'Nearest intersection': '152 Street / 22 Avenue', 'Bedrooms': '1.5', 'Bathrooms': '1.5', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '1200sqft'}"
"$2,600.00",/v-apartments-condos/burnaby-new-westminster/2-br-apartment-for-rent/1690370429,2-br apartment for rent,New Westminster,The apartment is right above the New Westminster skytrain station with a great side view of the Fraser river. The rent is $2600 and the tenant will be responsible for the move-in and move-out fees. ...,"{'Nearest intersection': 'Ewen Avenue / Boyne Street', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '773sqft'}"
"$1,800.00",/v-apartments-condos/vancouver/studio-suite-for-rent/1690342293,Studio Suite for Rent,Vancouver,"Welcome to the Marpole neighbourhood of South Vancouver, conveniently situated near the intersection of West 70th and Cartier Street. This prime location offers easy access to various commercial ...","{'Nearest intersection': 'West 70th Avenue / Cartier Place', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '560sqft'}"
"$2,200.00",/v-apartments-condos/vancouver/1-bedroom-apartment/1690342212,1 Bedroom Apartment,Vancouver,"Welcome to the Marpole neighbourhood of South Vancouver, conveniently situated near the intersection of West 70th and Cartier Street. This prime location offers easy access to various commercial ...","{'Nearest intersection': 'West 70th Avenue / Cartier Place', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '670sqft'}"
"$4,100.00",/v-apartments-condos/ubc-university-british-columbia/ubc-on-campus-walking-to-class-2b2b-2-parking-apt/1690339593,"UBC on-campus walking to class, 2B2B&2 parking Apt.",Vancouver,"Unit: third floor, 2 bedrooms, 2 bathrooms, 1 living room, 1 kitchen, 1 balcony, 2 parking space. Facilities: washer, dryer, stove, oven, microwave, fridge, flooring, fireplace, heating, etc.. Rent ...","{'Nearest intersection': 'University Boulevard / Western Parkway', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '2', 'Size (sqft)': '848sqft'}"
"$2,500.00",/v-apartments-condos/vancouver/renovated-2-bed-1-bath-including-utilities-internet-a-c/1690337677,"Renovated 2 bed + 1 bath – Including Utilities, Internet, A/C!",South Vancouver,"*Please do not ask if it is available without providing the info below, thanks in advance* If interested, please reply with the following information or inquiry will be omitted: 1. Names and age of ...","{'Nearest intersection': 'East 49th Avenue / Argyle Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '600sqft'}"
"$2,800.00",/v-apartments-condos/north-shore/luxury-brand-new1bed-1bath-plus-den-condo/1690332020,Luxury Brand New1BED/1Bath Plus Den Condo,North Vancouver,"Brand new luxury North West Facing Corner Unit on the 9th floor, 1-bedroom, 1-bathroom plus den available for rent in the centrally located APEX development at 1500 Fern Street, North Vancouver. ...","{'Nearest intersection': 'Mountain Highway / Fern Street', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '600sqft'}"
"$2,750.00",/v-apartments-condos/vancouver/1-bed-1-den/1690326800,"1 bed, 1 den",Vancouver,"Furnished 1 bedroom+ den, 1 bathroom. Available June 15. 10th floor-Elan building. In-suite washer/ dryer, dishwasher/ balcony. $2750/ month Half a 1 month rent security deposit $200 Move in & move ...","{'Nearest intersection': 'Seymour Street / Drake Street', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '500sqft'}"
"$2,500.00",/v-apartments-condos/vancouver/brand-new-utilities-included-2-bed-1-bath-basement-suite/1690318974,Brand New Utilities Included - 2 Bed + 1 Bath Basement Suite,Vancouver,"Brand New 2 Bed + 1 Bath Basement Suite with Full kitchen $2400/month Rent + $400/month for 3rd person 850 square foot suite Available immediately Located at Saint George Street & 52nd Avenue, ...","{'Nearest intersection': 'Fraser Street / East 52nd Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': '850sqft'}"
"$2,100.00",/v-apartments-condos/vancouver/back-duplex-brand-new-1-bed-basement-bath-full-kitchen/1690318299,Back Duplex Brand New 1 Bed Basement + bath + full kitchen,Vancouver,"Brand New 1 Bed Basement Suite with Full kitchen $2100/month Rent + $200/month for 2nd person 500 square foot suite Available immediately Located at Saint George Street & 52nd Avenue, Vancouver Brand ...","{'Nearest intersection': 'Fraser Street / East 52nd Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': '500sqft'}"
